Gene,Late RPCs_spec,Photoreceptor Precursor_spec,RGC_spec,Early RPCs_spec,Amacrine_spec,Muller Glia_spec,Horizontal_spec,Bipolar_spec,Photoreceptor_spec
hbae5,0.997346475,0.997346475,0.997346475,0.997346475,0.999079755,0.997346475,0.997346475,0.997346475,0.997346475
hbbe2,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993555724,0.993055556,0.993055556
aqp8a.2,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.999223602,0.997685185,0.997685185
aqp8a.1,0.94212963,0.94212963,0.94212963,0.94212963,0.94212963,0.94212963,0.996402878,0.94212963,0.94212963
lcmt1,0.687376275,0.687376275,0.687376275,0.872670807,0.687376275,0.687376275,0.687376275,0.687376275,0.687376275
arhgap17a,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.997496871,0.99537037,0.99537037
si:zfos-754c12.2,1,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501
gna13a,0.991929344,0.991929344,0.991929344,0.99537037,0.991929344,0.991929344,0.991929344,0.991929344,0.991929344
AMZ2,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
arsg,0.979290391,0.979290391,0.979290391,0.981481481,0.979290391,0.979290391,0.979290391,0.979290391,0.979290391
snx11,0.946714032,0.946714032,0.946714032,0.946714032,0.946714032,0.946714032,0.946714032,0.946714032,0.952489721
si:dkey-220f10.4,0.422735346,0.422735346,0.422735346,0.422735346,0.422735346,0.422735346,0.422735346,0.422735346,0.709637046
stx4,0.778589919,0.778589919,0.778589919,0.910313901,0.778589919,0.778589919,0.778589919,0.778589919,0.778589919
calcoco2,0.98812243,0.98812243,0.98812243,0.989906832,0.98812243,0.98812243,0.98812243,0.98812243,0.98812243
snf8,0.941373534,0.941373534,0.941373534,0.965337423,0.941373534,0.941373534,0.941373534,0.941373534,0.941373534
gip,1,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501
mxra7,0.913050099,0.913050099,0.913050099,0.954968944,0.913050099,0.913050099,0.913050099,0.913050099,0.913050099
st6galnac1.1,0.999620925,0.999620925,0.999620925,0.999620925,0.999847723,0.999620925,0.999620925,0.999620925,0.999620925
st6galnac1.2,0.99954317,0.99954317,0.99954317,0.999693252,0.99954317,0.99954317,0.99954317,0.99954317,0.99954317
CASKIN2,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.982478098
nme2a,0.150976909,0.150976909,0.150976909,0.150976909,0.150976909,0.150976909,0.150976909,0.150976909,0.787037037
ca10a,0.872670807,0.872670807,0.932168551,0.872670807,0.872670807,0.872670807,0.872670807,0.872670807,0.872670807
eme1,0.792447084,0.792447084,0.792447084,0.92198364,0.792447084,0.792447084,0.792447084,0.792447084,0.792447084
mrpl27,0.449063499,0.449063499,0.449063499,0.833844581,0.449063499,0.449063499,0.449063499,0.449063499,0.449063499
pkd1b,0.998477235,0.998477235,0.998477235,0.998862775,0.998477235,0.998477235,0.998477235,0.998477235,0.998477235
thrab,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.99068323
ormdl3,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.999390894,0.997685185,0.997685185
wnt3,0.999086341,0.999086341,0.999086341,0.999223602,0.999086341,0.999086341,0.999086341,0.999086341,0.999086341
nsfb,0.96132176,0.96132176,0.96132176,0.968609865,0.96132176,0.96132176,0.96132176,0.96132176,0.96132176
si:dkey-38p12.3,0.871088861,0.944501542,0.871088861,0.871088861,0.871088861,0.871088861,0.871088861,0.871088861,0.871088861
hdlbpb,0.902173913,0.902173913,0.93631539,0.902173913,0.902173913,0.902173913,0.902173913,0.902173913,0.902173913
neurl4,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.996118012,0.99537037,0.99537037
shbg,0.998748436,0.999079755,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
zbtb4,0.957399103,0.957399103,0.957399103,0.957399103,0.957399103,0.970496894,0.957399103,0.957399103,0.957399103
polr2a,0.564641389,0.564641389,0.564641389,0.704294479,0.564641389,0.564641389,0.564641389,0.564641389,0.564641389
capgb,0.983729662,0.984315517,0.983729662,0.983729662,0.983729662,0.983729662,0.983729662,0.983729662,0.983729662
si:dkey-219e21.2,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.997034765,0.99537037,0.99537037
mfsd8,0.892376682,0.892376682,0.892376682,0.892376682,0.892376682,0.935739303,0.892376682,0.892376682,0.892376682
zcchc4,0.953555657,0.953555657,0.953555657,0.991308793,0.953555657,0.953555657,0.953555657,0.953555657,0.953555657
si:dkey-219e21.4,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
cdca9,0.999620925,0.999620925,0.999620925,0.999620925,0.999897751,0.999620925,0.999620925,0.999620925,0.999620925
ablim2,0.975931677,0.975931677,0.994671403,0.975931677,0.975931677,0.975931677,0.975931677,0.975931677,0.975931677
afap1,0.953416149,0.953416149,0.959949937,0.953416149,0.953416149,0.953416149,0.953416149,0.953416149,0.953416149
rab18a,0.815217391,0.815217391,0.846962083,0.815217391,0.815217391,0.815217391,0.815217391,0.815217391,0.815217391
mkxa,0.99689441,0.99689441,0.997259022,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441
armc4,0.993273543,0.993273543,0.993273543,0.993273543,0.993273543,0.999079755,0.993273543,0.993273543,0.993273543
mpp7a,0.890134529,0.890134529,0.890134529,0.890134529,0.890134529,0.946714032,0.890134529,0.890134529,0.890134529
waca,0.82381605,0.82381605,0.82381605,0.861111111,0.82381605,0.82381605,0.82381605,0.82381605,0.82381605
bambia,0.733183857,0.733183857,0.733183857,0.733183857,0.733183857,0.770976093,0.733183857,0.733183857,0.733183857
map3k8,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
mtpap,0.95431704,0.95431704,0.95431704,0.9900818,0.95431704,0.95431704,0.95431704,0.95431704,0.95431704
jcada,0.966367713,0.966367713,0.966367713,0.966367713,0.966367713,0.975931677,0.966367713,0.966367713,0.966367713
svila,0.894618834,0.894618834,0.894618834,0.894618834,0.894618834,0.917396746,0.894618834,0.894618834,0.894618834
psme4b,0.86949901,0.86949901,0.86949901,0.886323268,0.86949901,0.86949901,0.86949901,0.86949901,0.86949901
chac2,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.986232791
asb3,0.984924623,0.984924623,0.984924623,0.988354037,0.984924623,0.984924623,0.984924623,0.984924623,0.984924623
nrxn1a,0.289351852,0.289351852,0.289351852,0.289351852,0.289351852,0.289351852,0.600931677,0.289351852,0.289351852
fshr,1,1,1,1,1,1,1,1,1
foxn2b,0.812888199,0.812888199,0.875894625,0.812888199,0.812888199,0.812888199,0.812888199,0.812888199,0.812888199
msh2,0.702451652,0.702451652,0.702451652,0.914519427,0.702451652,0.702451652,0.702451652,0.702451652,0.702451652
calm3a,0.022689204,0.022689204,0.022689204,0.107142857,0.022689204,0.022689204,0.022689204,0.022689204,0.022689204
socs5a,0.97826087,0.97826087,0.989764973,0.97826087,0.97826087,0.97826087,0.97826087,0.97826087,0.97826087
gch2,0.857316887,0.857316887,0.857316887,0.93479909,0.857316887,0.857316887,0.857316887,0.857316887,0.857316887
cript,0.871326329,0.871326329,0.871326329,0.930470348,0.871326329,0.871326329,0.871326329,0.871326329,0.871326329
pigf,0.793969849,0.793969849,0.793969849,0.851851852,0.793969849,0.793969849,0.793969849,0.793969849,0.793969849
rhoq,0.930900621,0.930900621,0.986111111,0.930900621,0.930900621,0.930900621,0.930900621,0.930900621,0.930900621
cox7a2l,0.244251561,0.244251561,0.244251561,0.538188277,0.244251561,0.244251561,0.244251561,0.244251561,0.244251561
kcng3,0.998447205,0.998447205,0.999795501,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
mta3,0.845896147,0.845896147,0.845896147,0.925925926,0.845896147,0.845896147,0.845896147,0.845896147,0.845896147
hcar1-4,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.999223602,0.997685185,0.997685185
zfp36l2,0.901345291,0.901345291,0.901345291,0.901345291,0.901345291,0.906959038,0.901345291,0.901345291,0.901345291
ppm1bb,0.821836455,0.821836455,0.821836455,0.840062112,0.821836455,0.821836455,0.821836455,0.821836455,0.821836455
six3b,0.300441602,0.300441602,0.300441602,0.477578475,0.300441602,0.300441602,0.300441602,0.300441602,0.300441602
six2b,0.999223602,0.999223602,0.999486125,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
prkcea,0.847222222,0.847222222,0.847222222,0.847222222,0.847222222,0.847222222,0.907608696,0.847222222,0.847222222
epas1a,0.984304933,0.984304933,0.984304933,0.984304933,0.984304933,0.991119005,0.984304933,0.984304933,0.984304933
glud1b,0.659192825,0.659192825,0.659192825,0.659192825,0.659192825,0.724684026,0.659192825,0.659192825,0.659192825
si:dkey-193p11.2,0.960648148,0.960648148,0.960648148,0.960648148,0.960648148,0.960648148,0.979813665,0.960648148,0.960648148
sncgb,0.735248447,0.735248447,0.873388931,0.735248447,0.735248447,0.735248447,0.735248447,0.735248447,0.735248447
mmrn2b,0.999390894,0.999390894,0.999390894,0.999620925,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
bmpr1ab,0.946188341,0.946188341,0.946188341,0.946188341,0.946188341,0.967260545,0.946188341,0.946188341,0.946188341
ldb3b,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.998862775,0.993055556,0.993055556
opn4b,0.979166667,0.979166667,0.979166667,0.979166667,0.979166667,0.979166667,0.998458376,0.979166667,0.979166667
usp54b,0.987667009,0.987667009,0.987667009,0.987667009,0.987667009,0.987667009,0.987667009,0.99378882,0.987667009
myoz1b,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
synpo2lb,0.997868129,0.997868129,0.997868129,0.998223801,0.997868129,0.997868129,0.997868129,0.997868129,0.997868129
itgb3b,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
ndel1a,0.668981481,0.668981481,0.668981481,0.668981481,0.668981481,0.668981481,0.754658385,0.668981481,0.668981481
si:dkey-287g12.6,0.83919598,0.83919598,0.83919598,0.939877301,0.83919598,0.83919598,0.83919598,0.83919598,0.83919598
armc7,0.897061063,0.897061063,0.897061063,0.958895706,0.897061063,0.897061063,0.897061063,0.897061063,0.897061063
acsf2,0.949139638,0.949139638,0.949139638,0.987014315,0.949139638,0.949139638,0.949139638,0.949139638,0.949139638
chad,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998748436,0.997757848,0.997757848,0.997757848
faap100,0.963758185,0.963758185,0.963758185,0.984458078,0.963758185,0.963758185,0.963758185,0.963758185,0.963758185
tap2t,0.999390894,0.999390894,0.999390894,0.999795501,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
slc16a5a,0.988354037,0.988354037,0.995830174,0.988354037,0.988354037,0.988354037,0.988354037,0.988354037,0.988354037
kctd2,0.98136646,0.98136646,0.986353298,0.98136646,0.98136646,0.98136646,0.98136646,0.98136646,0.98136646
si:dkey-148d16.5,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.998934064,0.997685185,0.997685185
hexdc,0.966955992,0.966955992,0.966955992,0.989130435,0.966955992,0.966955992,0.966955992,0.966955992,0.966955992
arhgap12b,0.76731794,0.76731794,0.76731794,0.76731794,0.76731794,0.76731794,0.76731794,0.76731794,0.828703704
zeb1b,0.917618395,0.917618395,0.917618395,0.957298137,0.917618395,0.917618395,0.917618395,0.917618395,0.917618395
znf438,0.971219735,0.971219735,0.971219735,0.972465582,0.971219735,0.971219735,0.971219735,0.971219735,0.971219735
msl1b,0.768539668,0.768539668,0.768539668,0.875357873,0.768539668,0.768539668,0.768539668,0.768539668,0.768539668
chmp2a,0.687680828,0.687680828,0.687680828,0.720496894,0.687680828,0.687680828,0.687680828,0.687680828,0.687680828
fbrs,0.890970002,0.890970002,0.890970002,0.909937888,0.890970002,0.890970002,0.890970002,0.890970002,0.890970002
srcap,0.736257043,0.736257043,0.736257043,0.847341513,0.736257043,0.736257043,0.736257043,0.736257043,0.736257043
ttll6,0.972894777,0.972894777,0.972894777,0.97747184,0.972894777,0.972894777,0.972894777,0.972894777,0.972894777
hoxb8b,0.999695447,0.999695447,0.999695447,0.999795501,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
hoxb6b,0.991459627,0.991459627,0.999486125,0.991459627,0.991459627,0.991459627,0.991459627,0.991459627,0.991459627
hoxb5b,0.97515528,0.97515528,0.993742178,0.97515528,0.97515528,0.97515528,0.97515528,0.97515528,0.97515528
hoxb1b,0.993012422,0.993012422,0.999390894,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
skap1,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998629511
psme3,0.240901477,0.240901477,0.240901477,0.625255624,0.240901477,0.240901477,0.240901477,0.240901477,0.240901477
nbr1a,0.907608696,0.907608696,0.925488181,0.907608696,0.907608696,0.907608696,0.907608696,0.907608696,0.907608696
tmem106a,0.852444038,0.852444038,0.852444038,0.939461883,0.852444038,0.852444038,0.852444038,0.852444038,0.852444038
si:dkey-11c5.11,0.982478098,0.992895204,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098
arl4d,0.488789238,0.488789238,0.488789238,0.488789238,0.488789238,0.731793961,0.488789238,0.488789238,0.488789238
dusp3a,0.986024845,0.986024845,0.992490613,0.986024845,0.986024845,0.986024845,0.986024845,0.986024845,0.986024845
sost,0.992233897,0.992233897,0.992233897,0.993176649,0.992233897,0.992233897,0.992233897,0.992233897,0.992233897
meox1,0.993756662,0.993756662,0.993756662,0.998223801,0.993756662,0.993756662,0.993756662,0.993756662,0.993756662
etv4,0.915334247,0.915334247,0.915334247,0.990388548,0.915334247,0.915334247,0.915334247,0.915334247,0.915334247
dhx8,0.822902391,0.822902391,0.822902391,0.906134969,0.822902391,0.822902391,0.822902391,0.822902391,0.822902391
spata20,0.982478098,0.984304933,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098
cacna1g,0.93287037,0.93287037,0.93287037,0.93287037,0.93287037,0.93287037,0.972826087,0.93287037,0.93287037
CABZ01027646.1,0.995341615,0.995341615,0.995515695,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615
LO017791.1,1,1,1,1,1,1,1,1,1
uts2r2,0.996802193,0.996802193,0.996802193,0.999182004,0.996802193,0.996802193,0.996802193,0.996802193,0.996802193
psmd11b,0.464595706,0.464595706,0.464595706,0.621165644,0.464595706,0.464595706,0.464595706,0.464595706,0.464595706
cdk5r1b,0.991459627,0.991459627,0.993055556,0.991459627,0.991459627,0.991459627,0.991459627,0.991459627,0.991459627
MYO1D,0.974537037,0.974537037,0.974537037,0.974537037,0.974537037,0.974537037,0.988694758,0.974537037,0.974537037
si:ch73-180n10.1,0.998748436,0.999486125,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
pdk2a,0.701388889,0.701388889,0.701388889,0.701388889,0.701388889,0.701388889,0.784753363,0.701388889,0.701388889
tbkbp1,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.956521739,0.944444444,0.944444444
tbx21,0.996118012,0.996118012,0.997346475,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012
osbpl7,0.451154529,0.451154529,0.451154529,0.451154529,0.451154529,0.451154529,0.451154529,0.451154529,0.912390488
mrpl10,0.671691792,0.671691792,0.671691792,0.912267081,0.671691792,0.671691792,0.671691792,0.671691792,0.671691792
pnpo,0.718288412,0.718288412,0.718288412,0.883540373,0.718288412,0.718288412,0.718288412,0.718288412,0.718288412
prr15lb,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999486125,0.997757848,0.997757848,0.997757848
cdk5rap3,0.890056342,0.890056342,0.890056342,0.953692115,0.890056342,0.890056342,0.890056342,0.890056342,0.890056342
si:ch211-194k22.8,0.749809654,0.749809654,0.749809654,0.767857143,0.749809654,0.749809654,0.749809654,0.749809654,0.749809654
nfe2l1b,0.86678508,0.86678508,0.86678508,0.86678508,0.86678508,0.86678508,0.86678508,0.86678508,0.88485607
cbx1b,0.457298137,0.457298137,0.677028052,0.457298137,0.457298137,0.457298137,0.457298137,0.457298137,0.457298137
phkg2,0.885650224,0.885650224,0.885650224,0.885650224,0.885650224,0.952965235,0.885650224,0.885650224,0.885650224
si:ch73-81k8.2,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.993742178
rnf40,0.706563119,0.706563119,0.706563119,0.851533742,0.706563119,0.706563119,0.706563119,0.706563119,0.706563119
znf646,0.922948074,0.922948074,0.922948074,0.932453416,0.922948074,0.922948074,0.922948074,0.922948074,0.922948074
znf668,0.975336323,0.975336323,0.975336323,0.975336323,0.975336323,0.980813157,0.975336323,0.975336323,0.975336323
si:rp71-1c10.10,0.995431704,0.995431704,0.995431704,0.996523517,0.995431704,0.995431704,0.995431704,0.995431704,0.995431704
si:rp71-1c10.11,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.992895204,0.994347379
cd37,0.999620925,0.999620925,0.999620925,0.999620925,0.999897751,0.999620925,0.999620925,0.999620925,0.999620925
si:rp71-1c10.8,0.998447205,0.998447205,1,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
valopb,0.998447205,0.998447205,0.99924185,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
gabrz,0.943322981,0.943322981,0.962092494,0.943322981,0.943322981,0.943322981,0.943322981,0.943322981,0.943322981
adgra1a,0.825310559,0.825310559,0.877179682,0.825310559,0.825310559,0.825310559,0.825310559,0.825310559,0.825310559
si:ch211-214e3.5,0.945485001,0.945485001,0.945485001,0.968609865,0.945485001,0.945485001,0.945485001,0.945485001,0.945485001
mxtx2,0.997106746,0.997106746,0.997106746,0.997346475,0.997106746,0.997106746,0.997106746,0.997106746,0.997106746
bms1,0.432922187,0.432922187,0.432922187,0.837116564,0.432922187,0.432922187,0.432922187,0.432922187,0.432922187
sh2d4bb,0.999847723,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501
nrg3b,0.953416149,0.953416149,0.967108269,0.953416149,0.953416149,0.953416149,0.953416149,0.953416149,0.953416149
gfra1b,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111,0.996588324,0.986111111,0.986111111
atrnl1b,0.885093168,0.885093168,0.937219731,0.885093168,0.885093168,0.885093168,0.885093168,0.885093168,0.885093168
trub1,0.855794122,0.855794122,0.855794122,0.964621677,0.855794122,0.855794122,0.855794122,0.855794122,0.855794122
ablim1b,0.811659193,0.811659193,0.811659193,0.811659193,0.811659193,0.89673913,0.811659193,0.811659193,0.811659193
BX465198.2,1,1,1,1,1,1,1,1,1
afap1l2,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.996118012,0.995515695,0.995515695,0.995515695
vwa2,0.999620925,0.999620925,0.999620925,0.999620925,1,0.999620925,0.999620925,0.999620925,0.999620925
tdrd1,0.990863408,0.990863408,0.990863408,0.99924185,0.990863408,0.990863408,0.990863408,0.990863408,0.990863408
ccdc186,0.948757764,0.948757764,0.959949937,0.948757764,0.948757764,0.948757764,0.948757764,0.948757764,0.948757764
adrb1,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,1,0.997757848,0.997757848,0.997757848
